mode,source_name,run_time_sec,wall_time_utc,sample_count,decoded_state,status_text,ground_truth_state,jaw_confidence,jaw_onset_confidence,jaw_active_confidence,jaw_event_label,jaw_hold_active,hand_left_confidence,hand_right_confidence,hand_prediction,hand_margin,hand_agreed,hand_notes,hand_state,hand_ready,hand_enabled,jaw_enabled,stale_stream
REPLAY,HR-3-15-26-(03).csv,4.695281982421875,2026-04-14T22:28:25.360498+00:00,1171,NEUTRAL,tracking,REST,0.36733073034019714,0.14158961688169944,0.31278013241147806,INACTIVE,False,0.0,0.0,NEUTRAL,0.0,False,,NEUTRAL,False,False,True,False
REPLAY,HR-3-15-26-(03).csv,4.7956085205078125,2026-04-14T22:28:25.362565+00:00,1196,NEUTRAL,tracking,REST,0.33080023196332176,0.12597795441306514,0.2469622119658086,INACTIVE,False,0.0,0.0,NEUTRAL,0.0,False,,NEUTRAL,False,False,True,False
REPLAY,HR-3-15-26-(03).csv,4.89593505859375,2026-04-14T22:28:25.364590+00:00,1221,NEUTRAL,tracking,REST,0.33433004083917384,0.19199416791878873,0.2596466497197775,INACTIVE,False,0.0,0.0,NEUTRAL,0.0,False,,NEUTRAL,False,False,True,False
REPLAY,HR-3-15-26-(03).csv,4.99224853515625,2026-04-14T22:28:25.366607+00:00,1245,NEUTRAL,tracking,REST,0.32727955888705884,0.19829744768090918,0.23789812327840051,INACTIVE,False,0.0,0.0,NEUTRAL,0.0,False,,NEUTRAL,False,False,True,False
REPLAY,HR-3-15-26-(03).csv,5.0925750732421875,2026-04-14T22:28:25.368892+00:00,1270,NEUTRAL,tracking,REST,0.33283903473716725,0.131983282394914,0.24965796186560973,INACTIVE,False,0.0,0.0,NEUTRAL,0.0,False,,NEUTRAL,False,False,True,False
REPLAY,HR-3-15-26-(03).csv,5.192901611328125,2026-04-14T22:28:25.370897+00:00,1295,NEUTRAL,tracking,REST,0.34344835775789995,0.12374246290651858,0.28194847723000305,INACTIVE,False,0.0,0.0,NEUTRAL,0.0,False,,NEUTRAL,False,False,True,False
REPLAY,HR-3-15-26-(03).csv,5.2932281494140625,2026-04-14T22:28:25.372845+00:00,1320,NEUTRAL,tracking,REST,0.3314824854425449,0.13058875303880066,0.29554758812226395,INACTIVE,False,0.0,0.0,NEUTRAL,0.0,False,,NEUTRAL,False,False,True,False
REPLAY,HR-3-15-26-(03).csv,5.3935546875,2026-04-14T22:28:25.375204+00:00,1345,NEUTRAL,tracking,REST,0.3581751650210372,0.16243703223516046,0.3076809114610896,INACTIVE,False,0.0,0.0,NEUTRAL,0.0,False,,NEUTRAL,False,False,True,False
REPLAY,HR-3-15-26-(03).csv,5.4938812255859375,2026-04-14T22:28:25.377597+00:00,1370,NEUTRAL,tracking,REST,0.3419197980587543,0.11664150341740406,0.23920809857669106,INACTIVE,False,0.0,0.0,NEUTRAL,0.0,False,,NEUTRAL,False,False,True,False
REPLAY,HR-3-15-26-(03).csv,5.594207763671875,2026-04-14T22:28:25.380166+00:00,1395,NEUTRAL,tracking,REST,0.34863900482020016,0.13871809179017144,0.22942113698658442,INACTIVE,False,0.0,0.0,NEUTRAL,0.0,False,,NEUTRAL,False,False,True,False
REPLAY,HR-3-15-26-(03).csv,5.6945343017578125,2026-04-14T22:28:25.382395+00:00,1420,NEUTRAL,tracking,REST,0.33355346056734203,0.18257228028726732,0.24396581970454345,INACTIVE,False,0.0,0.0,NEUTRAL,0.0,False,,NEUTRAL,False,False,True,False
REPLAY,HR-3-15-26-(03).csv,5.79486083984375,2026-04-14T22:28:25.384475+00:00,1445,NEUTRAL,tracking,REST,0.32235671191785553,0.14772184066355903,0.22212090764644696,INACTIVE,False,0.0,0.0,NEUTRAL,0.0,False,,NEUTRAL,False,False,True,False
REPLAY,HR-3-15-26-(03).csv,5.8951873779296875,2026-04-14T22:28:25.386535+00:00,1470,NEUTRAL,tracking,REST,0.3261746764350989,0.14788135435607055,0.21513525329484776,INACTIVE,False,0.0,0.0,NEUTRAL,0.0,False,,NEUTRAL,False,False,True,False
REPLAY,HR-3-15-26-(03).csv,5.995513916015625,2026-04-14T22:28:25.389116+00:00,1495,NEUTRAL,tracking,REST,0.3379894414122946,0.17763911184670858,0.24922706629128322,INACTIVE,False,0.0,0.0,NEUTRAL,0.0,False,,NEUTRAL,False,False,True,False
REPLAY,HR-3-15-26-(03).csv,6.0958404541015625,2026-04-14T22:28:25.391639+00:00,1520,NEUTRAL,tracking,REST,0.33238200642876436,0.17423271001533722,0.2572447915578462,INACTIVE,False,0.0,0.0,NEUTRAL,0.0,False,,NEUTRAL,False,False,True,False
REPLAY,HR-3-15-26-(03).csv,6.1921539306640625,2026-04-14T22:28:25.393819+00:00,1544,NEUTRAL,tracking,REST,0.2878278593190754,0.10610491213767474,0.20152241334312088,INACTIVE,False,0.0,0.0,NEUTRAL,0.0,False,,NEUTRAL,False,False,True,False
REPLAY,HR-3-15-26-(03).csv,6.29248046875,2026-04-14T22:28:25.395917+00:00,1569,NEUTRAL,tracking,REST,0.2737214600046647,0.13872082862532217,0.16805010244830812,INACTIVE,False,0.0,0.0,NEUTRAL,0.0,False,,NEUTRAL,False,False,True,False
